customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned
11261,63,Georgia,premium,monthly,annual,credit,none,2/15/2017,8.756535293,0.9729742402,0.98,108,60,14,49,11,6,134,1
11262,51,Maine,family premium,annual,annual,venmo,some,4/1/2020,26.80055561,4.411147057,0.15,479,331,53,64,6,2,0,0
11263,64,New York,family premium,monthly,annual,credit,many,12/14/2020,14.09054204,0.8170301903,0.53,268,220,28,36,12,3,0,1
11264,51,New Jersey,family premium,annual,annual,debit,few,2/8/2016,28.44705612,1.656019762,0.00,481,404,48,74,12,4,2,0
11265,81,Vermont,family premium,annual,annual,debit,none,1/30/2022,20.65627335,3.618076897,0.29,336,172,40,17,9,9,2,0
11266,19,New Jersey,student,monthly,monthly,debit,some,6/23/2015,6.297199555,0.9142602461,0.46,89,65,14,97,12,6,66,1
11267,52,New Jersey,family premium,annual,monthly,debit,few,2/14/2013,5.471463938,0.8361185008,0.43,88,63,15,80,14,14,0,0
11268,22,California,student,monthly,monthly,credit,none,1/14/2015,22.84939949,2.336492378,0.28,317,205,42,89,13,13,371,0
11269,52,Nebrasksa,family premium,annual,annual,credit,few,9/15/2021,17.45044378,0.6189524816,0.61,238,228,26,53,12,3,1,0
11270,85,Idaho,family premium,annual,annual,venmo,many,4/20/2014,9.761672712,1.145043774,0.25,191,157,27,44,6,2,2,0
11271,27,Florida,basic,monthly,monthly,venmo,some,12/13/2018,25.11571171,0.1444474139,0.10,497,368,50,98,10,10,60,1
11272,38,Florida,family premium,annual,annual,credit,some,12/31/2014,10.6016752,0.8345199937,0.33,139,75,24,95,9,9,0,0
11273,23,South Carolina,student,monthly,monthly,debit,few,8/2/2021,30.27660848,4.874032383,0.13,467,414,52,88,19,5,24,1
11274,53,Georgia,family premium,annual,annual,debit,few,3/19/2021,4.639719215,1.491518618,0.38,57,29,15,59,11,6,1,1
11275,81,Idaho,basic,annual,monthly,credit,many,8/3/2016,11.49018284,0.5285781601,0.45,143,107,20,37,5,1,90,0
11276,44,Florida,basic,annual,annual,credit,none,1/21/2017,24.62730679,3.385445529,0.02,360,185,45,82,8,3,96,0
11277,62,Wisconsin,premium,monthly,monthly,credit,few,11/27/2021,3.788290165,0.6970962,0.31,63,60,7,48,12,3,109,1
11278,30,Vermont,family premium,annual,annual,venmo,few,2/9/2021,7.625785739,0.9440655345,0.80,106,77,14,71,8,3,0,0
11279,45,Utah,premium,annual,annual,venmo,none,1/1/2014,17.98015817,0.7832174328,0.40,335,310,42,73,3,3,255,0
11280,60,Washington,basic,annual,annual,credit,many,10/30/2019,23.72805369,0.5923085875,0.11,329,179,35,55,12,3,39,0
11281,44,Nebrasksa,family premium,annual,annual,credit,some,10/13/2020,21.82109968,0.2545658307,0.34,434,281,45,79,12,3,2,0
11282,78,Florida,family premium,annual,annual,credit,none,5/11/2019,18.95080694,1.961775553,0.55,260,188,32,46,10,3,2,0
11283,48,Montana,premium,annual,monthly,venmo,few,2/23/2020,20.47574766,2.467047328,0.11,272,143,30,71,8,4,59,0
11284,72,Nebrasksa,family premium,annual,monthly,venmo,some,12/23/2020,27.66565049,3.300922478,0.46,423,338,44,46,11,6,2,0
11285,19,Vermont,student,annual,annual,venmo,none,11/1/2013,6.998133173,1.438541931,0.18,90,60,19,96,11,6,154,0
11286,58,Idaho,basic,annual,annual,credit,none,1/15/2017,2.684456352,0.9708471192,0.90,40,22,9,62,8,4,99,0
11287,58,California,premium,annual,annual,credit,none,9/8/2020,14.00112185,0.1588385679,0.65,234,232,31,62,14,14,71,0
11288,76,Nebrasksa,family premium,annual,annual,credit,none,10/12/2019,7.517677304,0.8479103578,0.37,135,128,19,26,14,14,0,1
11289,59,Alabama,basic,monthly,annual,venmo,some,1/30/2014,21.29417058,2.263673331,0.51,369,276,43,51,9,9,203,0
11290,49,Virginia,basic,annual,annual,venmo,none,7/1/2018,15.38389383,0.2315682877,0.36,192,125,19,74,11,4,70,0
11291,32,Utah,premium,monthly,monthly,credit,many,5/12/2015,26.03106021,2.754753702,0.71,452,285,47,98,4,2,239,0
11292,65,Alabama,family premium,annual,annual,credit,some,7/5/2016,4.264692046,0.6644885305,0.10,67,59,10,48,10,10,2,1
11293,22,Nebrasksa,basic,annual,annual,venmo,many,2/26/2020,23.8282067,4.012433937,0.23,302,246,30,102,11,4,92,0
11294,69,Wisconsin,family premium,annual,annual,credit,none,6/22/2018,0.6710408116,0.2530245206,0.19,9,5,11,47,14,4,0,1
11295,29,New Jersey,premium,annual,monthly,credit,some,9/16/2014,30.38934758,0.2724843362,0.53,454,364,50,99,12,12,201,0
11296,38,Montana,family premium,annual,annual,debit,few,10/31/2020,23.81565653,3.960073166,0.39,377,346,45,59,10,3,2,0
11297,32,Washington,premium,annual,annual,credit,some,9/1/2014,19.40384593,1.028593185,0.89,386,385,41,91,14,14,77,0
11298,61,Nebrasksa,family premium,annual,annual,debit,none,10/23/2018,10.57041472,2.071286484,0.26,141,122,15,60,13,13,1,0
11299,21,Washington,student,monthly,monthly,debit,none,9/24/2016,12.87355016,0.8245966729,0.70,170,132,22,109,15,5,129,1
11300,74,Maine,premium,annual,annual,credit,some,12/31/2016,30.92868697,3.54250691,0.36,414,379,41,43,6,3,65,0
11301,43,South Carolina,family premium,annual,annual,venmo,few,2/27/2013,9.567092038,1.202634144,0.77,159,84,22,82,21,21,1,0
11302,54,Nebrasksa,family premium,annual,annual,credit,none,4/18/2014,20.68955356,2.299131744,0.57,406,242,45,60,11,3,1,0
11303,25,New York,premium,monthly,annual,venmo,some,5/22/2014,9.000701946,1.135406006,0.35,149,145,20,98,10,3,104,0
11304,56,Vermont,student,monthly,monthly,debit,none,2/22/2017,15.73416056,2.035742767,0.87,201,190,30,70,9,2,173,0
11305,66,New Jersey,basic,annual,annual,venmo,none,10/31/2016,12.20106435,0.7860837355,0.21,156,147,16,42,15,5,82,1
11306,45,Maine,premium,monthly,annual,debit,many,1/30/2020,28.57406232,1.577347505,0.28,357,205,36,74,7,4,35,0
11307,52,California,basic,annual,annual,debit,many,4/21/2014,15.5184332,1.091935434,0.01,189,124,25,60,15,5,79,0
11308,30,Utah,premium,annual,monthly,debit,some,1/5/2017,19.81720928,0.7979975748,0.13,256,231,31,80,5,5,57,0
11309,57,West Virginia,premium,monthly,annual,debit,few,2/9/2015,8.927171152,1.590439396,0.41,108,69,20,62,19,10,94,0
11310,81,Maine,family premium,annual,annual,credit,many,4/15/2014,8.81931197,0.7573855364,0.09,147,117,19,45,5,3,1,0
11311,57,California,family premium,monthly,annual,venmo,many,1/25/2021,20.57607205,0.9786950737,0.80,345,203,35,53,14,5,1,1
11312,51,California,family premium,annual,annual,debit,some,12/28/2018,21.06663217,2.366411164,0.48,307,220,35,64,13,7,2,0
11313,77,West Virginia,basic,annual,annual,credit,few,1/25/2015,29.83227229,0.01206102054,0.75,393,203,49,41,19,19,127,0
11314,77,North Dakota,premium,monthly,annual,credit,some,2/9/2015,26.77082268,2.799690413,0.15,367,286,46,36,18,5,78,0
11315,55,North Carolina,premium,annual,monthly,credit,none,4/2/2015,5.700250391,0.8805263403,0.36,85,63,16,73,20,10,70,0
11316,58,Florida,basic,annual,annual,credit,some,10/28/2018,26.7472572,0.7863664226,0.65,531,471,61,51,8,4,101,0
11317,39,North Dakota,family premium,annual,annual,credit,many,2/18/2019,17.29136131,0.9730882682,0.38,221,117,24,71,16,8,2,0
11318,46,Utah,family premium,annual,annual,credit,some,7/5/2014,19.89536237,2.718978816,0.19,395,367,41,82,6,3,1,0
11319,86,Washington,premium,annual,monthly,credit,few,9/5/2016,17.96954549,0.6398800669,0.08,331,197,43,24,12,3,111,1
11320,31,South Carolina,premium,monthly,annual,debit,many,3/28/2014,21.50278423,2.554405572,0.77,366,201,39,89,19,6,174,0
11321,28,Florida,premium,annual,annual,debit,some,2/23/2021,10.90529933,1.701212054,0.06,169,142,23,71,9,5,64,0
11322,27,West Virginia,family premium,annual,annual,credit,some,9/6/2021,18.15479176,2.97826153,0.77,315,277,36,82,20,7,2,1
11323,40,California,premium,annual,annual,credit,some,6/6/2013,0.0326885591,0.3766285884,0.05,0,0,2,90,13,13,110,0
11324,74,Alabama,basic,annual,annual,credit,many,8/3/2019,29.24614012,2.05076776,0.32,391,237,40,38,9,3,136,0
11325,80,Nebrasksa,family premium,annual,monthly,venmo,none,4/23/2015,22.82313103,2.49129883,0.62,335,224,35,46,14,5,0,0
11326,45,Maine,premium,annual,monthly,debit,many,10/13/2020,23.9646873,2.879410073,0.45,466,286,54,63,8,8,29,0
11327,48,Wisconsin,basic,annual,annual,debit,none,6/14/2018,30.86487137,4.239216803,0.91,585,540,63,64,12,3,77,0
11328,86,North Carolina,student,monthly,monthly,debit,some,5/18/2016,13.14437724,1.789070785,0.66,195,100,23,38,21,21,201,1
11329,76,California,family premium,monthly,annual,credit,few,6/13/2013,21.96851469,0.9074044174,0.29,422,287,51,42,15,5,1,0
11330,83,Nebrasksa,basic,monthly,annual,credit,few,1/10/2017,13.56977333,1.284675186,0.67,246,173,27,21,12,12,56,0
11331,69,North Carolina,family premium,monthly,annual,credit,some,4/13/2020,27.40668225,1.543064131,0.42,449,251,53,51,19,19,1,0
11332,33,Montana,student,monthly,monthly,credit,few,8/21/2017,15.15514682,2.967285564,0.48,269,263,34,73,8,3,120,0
11333,43,Florida,premium,annual,monthly,credit,few,3/17/2016,12.93979711,2.649975032,0.34,200,117,24,83,8,4,64,0
11334,30,Florida,student,monthly,monthly,credit,some,1/28/2018,10.91819415,2.127940892,0.26,194,187,22,84,8,2,90,0
11335,74,Alabama,basic,annual,annual,debit,none,7/19/2019,18.48020289,2.804942631,0.63,364,318,41,36,9,2,57,0
11336,53,Virginia,premium,monthly,monthly,debit,few,10/26/2016,2.821778145,0.8718024819,0.33,42,33,13,77,11,4,191,0
11337,65,New York,family premium,annual,annual,venmo,none,10/4/2019,13.60326485,2.748086879,0.50,184,104,28,55,9,2,0,0
11338,65,Utah,basic,monthly,annual,credit,some,1/6/2015,20.36665821,3.5634382,0.02,393,213,45,55,3,3,195,0
11339,58,Montana,family premium,monthly,annual,venmo,some,12/10/2018,1.626796767,0.6891390405,0.04,21,11,11,44,10,3,1,1
11340,29,California,basic,annual,annual,credit,few,4/17/2016,9.283994948,0.6472133255,0.12,161,128,18,100,15,5,74,0
11341,70,Washington,family premium,monthly,annual,credit,some,2/18/2015,4.649103026,1.069459151,0.18,91,61,18,39,13,4,0,0
11342,43,New York,family premium,annual,annual,credit,many,2/8/2013,24.79848472,4.019833031,0.15,475,273,57,84,9,2,2,0
11343,82,Nebrasksa,family premium,annual,annual,credit,few,10/12/2020,6.761120952,0.6194715644,0.75,107,64,16,40,12,3,1,0
11344,47,North Dakota,family premium,annual,annual,credit,some,3/19/2017,9.711300424,0.8577082524,0.37,130,107,21,57,17,6,0,0
11345,26,Nebrasksa,student,monthly,monthly,debit,none,11/24/2016,21.6295927,0.892855806,0.34,268,145,33,85,12,4,74,0
11346,83,California,family premium,annual,annual,venmo,none,8/31/2017,15.98658458,0.4009346069,0.47,205,114,25,39,12,6,1,0
11347,39,Montana,premium,monthly,annual,credit,some,12/20/2015,15.78589231,0.2713538052,0.00,192,192,20,81,8,2,125,0
11348,80,Idaho,basic,annual,annual,credit,some,3/20/2015,19.61606169,2.116621622,0.80,241,168,26,42,5,5,243,0
11349,83,North Carolina,family premium,annual,annual,venmo,few,3/16/2013,19.24907857,2.868272922,0.45,297,188,32,31,18,5,1,0
11350,76,Montana,family premium,annual,annual,debit,many,4/13/2015,27.28340647,4.040227226,0.16,526,382,56,45,9,5,2,0
11351,67,North Dakota,family premium,annual,annual,debit,few,3/26/2014,27.56193914,1.714253828,0.23,356,327,38,65,15,15,2,0
11352,37,Wisconsin,premium,monthly,annual,credit,many,11/21/2018,12.75332548,0.9708257207,0.05,167,165,18,71,12,4,209,0
11353,57,Florida,family premium,annual,annual,credit,some,4/9/2017,24.92523767,2.0316138,0.06,372,207,43,53,9,5,1,0
11354,68,Montana,student,monthly,annual,credit,few,12/1/2021,2.969879686,0.5435197556,0.43,38,33,8,31,9,2,92,1
11355,19,Nebrasksa,student,monthly,monthly,debit,few,8/29/2020,18.87806984,0.7321865432,0.22,251,186,27,99,14,4,103,1
11356,48,Idaho,premium,monthly,monthly,credit,few,11/21/2017,7.564395799,0.4169126165,0.71,97,50,10,57,6,3,167,1
11357,44,Washington,basic,annual,annual,venmo,none,7/29/2016,12.89118069,1.235693035,0.13,239,121,25,79,15,5,131,0
11358,55,Montana,premium,annual,annual,credit,many,10/1/2014,18.84538465,3.408894534,0.13,263,206,34,70,8,2,201,1
11359,22,New York,student,monthly,annual,debit,some,12/13/2018,10.31528983,1.164916902,0.44,204,117,26,101,12,3,81,1
11360,55,Virginia,basic,annual,annual,credit,few,12/19/2021,11.37120518,2.064155654,0.04,198,187,30,41,10,3,78,0
11361,21,Virginia,student,monthly,monthly,credit,some,1/8/2021,28.35791725,2.064329947,0.23,450,322,48,92,11,4,42,0
11362,71,New Jersey,basic,annual,annual,credit,few,7/24/2018,9.890782678,2.283696106,0.47,120,112,12,49,12,3,55,0
11363,32,Georgia,family premium,monthly,annual,credit,none,5/19/2021,30.1498976,1.691820091,0.04,575,559,63,80,11,3,0,0
11364,69,Wisconsin,premium,monthly,monthly,debit,some,4/24/2013,16.77851068,1.398583465,0.08,229,192,24,54,13,4,96,0
11365,48,Florida,family premium,annual,annual,credit,some,9/14/2016,26.50671569,3.365647348,0.32,355,270,37,74,9,9,0,0
11366,73,Nebrasksa,family premium,annual,annual,debit,many,12/3/2018,26.08653587,3.165247611,0.41,335,301,44,30,11,6,2,0
11367,25,West Virginia,premium,monthly,annual,debit,many,11/9/2015,11.68999168,2.544215456,0.02,147,83,23,107,19,10,117,0
11368,83,North Carolina,premium,monthly,monthly,debit,few,2/20/2016,24.99094568,3.477679358,0.60,320,278,35,24,19,6,184,0
11369,34,Maine,premium,annual,annual,debit,many,11/19/2016,28.33088978,1.77858462,0.13,422,292,52,88,7,2,64,0
11370,71,California,family premium,annual,monthly,debit,none,9/19/2013,26.71794882,4.275143201,0.26,333,197,33,47,14,7,0,0
11371,18,Vermont,student,annual,annual,debit,none,7/24/2021,22.68991932,0.8101069613,0.79,298,194,33,82,11,4,27,0
11372,37,Montana,family premium,annual,annual,credit,none,10/18/2019,4.001959049,0.6791315144,0.44,56,31,13,66,10,3,2,1
11373,40,Virginia,family premium,annual,annual,credit,none,9/15/2014,21.59654244,1.653247267,0.35,276,146,34,90,10,3,2,1
11374,82,Vermont,student,monthly,annual,debit,some,3/8/2019,26.74956293,3.725221199,0.33,338,203,42,35,8,4,63,1
11375,75,Georgia,family premium,annual,annual,debit,few,5/19/2014,0.7371983095,0.5688800477,0.28,9,6,11,51,9,3,0,0
11376,48,Montana,premium,monthly,monthly,venmo,many,4/4/2020,9.861672607,0.7131157865,0.07,182,161,23,65,8,2,95,0
11377,73,Nebrasksa,basic,annual,annual,debit,few,2/22/2016,6.44179842,0.9033728048,0.28,109,84,19,49,13,4,206,1
11378,47,Virginia,family premium,annual,annual,venmo,many,4/20/2014,24.10073491,2.46995408,0.22,295,166,39,69,12,4,1,0
11379,35,Utah,premium,annual,annual,credit,some,10/11/2017,22.75644344,3.037027485,0.36,392,253,49,68,4,2,246,0
11380,61,New York,premium,monthly,monthly,credit,some,8/20/2016,29.48068847,2.062175021,0.97,501,284,58,52,11,4,78,1
11381,68,Georgia,premium,annual,annual,debit,many,1/5/2016,21.38405713,2.487484599,0.45,409,386,49,61,11,3,108,0
11382,34,Idaho,basic,annual,annual,credit,none,7/13/2017,14.90443071,1.457827441,0.18,273,153,33,87,6,2,54,0
11383,46,South Carolina,basic,annual,annual,credit,many,5/11/2020,4.024828223,0.7037484207,0.17,56,47,14,53,18,6,34,0
11384,56,West Virginia,premium,monthly,annual,credit,few,6/14/2020,9.676877233,0.6999246277,0.09,135,106,21,50,18,9,82,0
11385,51,North Dakota,premium,monthly,annual,debit,none,3/30/2015,29.75479639,1.549409996,0.95,421,288,49,57,18,5,81,0
11386,54,Maine,family premium,annual,annual,venmo,many,7/29/2021,17.08126583,0.993878744,0.78,256,186,36,46,5,1,0,0
11387,64,Washington,basic,annual,annual,venmo,some,6/12/2014,14.34361382,1.208278629,0.56,213,168,21,55,14,14,109,0
11388,76,Alabama,basic,annual,annual,credit,many,5/25/2020,29.4221784,1.069615872,0.68,445,283,52,33,9,9,73,0
11389,70,Nebrasksa,premium,annual,monthly,credit,few,3/30/2015,2.831459114,0.8634103998,0.25,52,32,13,40,14,14,89,1
11390,79,California,basic,annual,annual,credit,few,11/21/2016,18.81082361,0.7676963459,0.00,244,125,34,45,14,4,70,1
11391,61,Georgia,basic,annual,annual,venmo,some,7/21/2014,24.26027594,0.04566590653,0.88,403,260,43,49,11,6,105,1
11392,24,Maine,student,annual,annual,debit,many,5/29/2014,5.496444215,0.1449401303,0.84,67,36,16,101,5,3,146,0
11393,49,North Carolina,family premium,annual,monthly,credit,many,1/9/2013,3.185953421,1.106020962,0.04,47,28,7,82,21,7,1,0
11394,61,West Virginia,family premium,annual,annual,venmo,many,4/8/2015,19.73228255,1.185238787,0.22,293,257,32,61,17,9,1,0
11395,72,Maine,premium,annual,monthly,credit,some,11/23/2016,0.485761301,0.603580535,0.25,9,8,3,41,6,2,132,0
11396,62,Florida,basic,monthly,annual,debit,none,6/18/2017,13.00535838,1.744811379,0.36,192,131,22,66,10,3,201,1
11397,58,New Jersey,basic,annual,annual,debit,none,10/17/2020,29.01929798,3.334465615,0.06,356,256,41,49,12,4,43,0
11398,19,New York,basic,annual,annual,venmo,few,1/21/2018,4.956383935,0.2552768869,0.05,87,83,19,107,10,3,53,0
11399,34,Utah,basic,annual,annual,venmo,many,12/18/2016,12.90140453,1.380043661,0.71,170,105,27,89,6,2,86,1
11400,24,Idaho,premium,monthly,monthly,credit,many,2/15/2016,13.4694604,2.315131715,0.23,240,157,28,107,6,2,83,0
11401,64,New Jersey,family premium,annual,annual,credit,some,2/13/2019,3.501943557,0.513171997,0.26,44,40,4,40,15,15,0,0
11402,81,Washington,family premium,annual,annual,debit,some,6/11/2013,3.22077117,0.2738034583,0.46,44,42,4,38,14,14,0,0
11403,52,Utah,basic,annual,annual,venmo,some,10/18/2019,2.800037029,0.8429027105,0.05,40,27,10,49,5,3,70,0
11404,62,North Dakota,premium,annual,annual,debit,some,3/8/2014,28.44130749,0.9390691686,0.22,514,299,54,69,15,4,93,0
11405,26,Maine,basic,annual,annual,credit,none,10/18/2015,12.38930199,0.4581191419,0.94,177,113,22,98,5,3,122,0
11406,26,Virginia,family premium,annual,annual,debit,many,10/5/2013,30.77073176,3.155162588,0.62,502,396,50,87,9,3,2,0
11407,38,Virginia,student,monthly,monthly,debit,many,4/26/2013,18.25581916,1.699499621,0.26,342,200,35,96,10,3,92,1
11408,76,Utah,basic,annual,monthly,venmo,some,5/20/2014,22.85780479,0.0360662528,0.08,285,182,31,49,4,1,188,0
11409,49,Utah,family premium,annual,annual,venmo,few,10/6/2019,1.432014151,0.3571154605,0.53,23,16,10,63,5,5,2,0
11410,42,Montana,basic,annual,annual,credit,few,10/13/2021,18.79737348,0.9587835066,0.10,342,227,38,64,8,2,104,0
11411,43,New York,premium,annual,annual,credit,few,5/6/2019,25.76732656,1.053748328,0.15,329,203,41,79,12,3,61,0
11412,44,Idaho,family premium,annual,annual,credit,few,3/20/2021,23.58473515,3.569708026,0.47,298,286,33,56,5,3,0,0
11413,52,Washington,basic,annual,annual,credit,some,1/9/2019,29.35048766,2.866073503,0.36,509,369,56,60,12,3,102,1
11414,69,West Virginia,family premium,annual,annual,venmo,some,4/7/2018,1.51526591,0.9761563486,0.60,20,17,12,51,20,5,2,0
11415,53,Florida,basic,annual,annual,credit,few,1/11/2015,10.56842223,1.8260896,0.42,148,114,17,77,11,6,98,0
11416,28,Wisconsin,basic,annual,annual,venmo,many,6/24/2017,24.86052011,1.973170921,0.44,320,308,33,99,12,12,83,0
11417,51,New Jersey,family premium,annual,annual,debit,none,7/28/2015,18.39323607,0.3583145816,0.82,269,253,35,76,13,7,2,0
11418,36,Georgia,premium,monthly,monthly,debit,none,9/28/2016,19.21157846,2.729765442,0.20,258,257,27,86,11,4,103,0
11419,22,Wisconsin,student,annual,monthly,venmo,some,1/16/2016,11.25144551,0.9552351338,0.02,167,110,26,98,12,6,167,0
11420,56,Florida,premium,monthly,monthly,credit,few,12/15/2018,28.59624291,1.680351742,0.40,436,309,53,55,11,11,41,0
11421,34,Georgia,family premium,annual,annual,venmo,few,3/29/2019,8.748550574,1.299032648,0.79,111,68,11,91,8,2,2,1
11422,75,California,family premium,annual,annual,credit,few,12/22/2017,26.84874627,0.1353794275,0.11,390,269,49,43,13,4,0,0
11423,51,North Dakota,basic,annual,annual,debit,some,4/22/2015,19.59724927,0.3058850534,0.91,369,241,40,58,16,5,113,0
11424,35,Florida,family premium,annual,annual,credit,none,10/25/2017,26.73896514,2.214452531,0.69,453,324,47,84,9,5,1,1
11425,73,Florida,premium,annual,annual,debit,few,12/17/2019,21.32903525,1.868236751,0.31,296,190,38,40,10,5,44,0
11426,77,Washington,family premium,monthly,annual,credit,some,2/12/2018,8.052695222,1.376426399,0.35,97,93,14,34,14,4,1,1
11427,62,Wisconsin,basic,annual,annual,venmo,some,8/31/2013,0.7566163526,0.3364256316,0.08,13,10,11,66,12,4,136,0
11428,80,Florida,basic,annual,annual,credit,none,3/3/2017,26.15536782,2.891564672,0.87,486,253,56,49,10,3,139,0
11429,43,North Dakota,basic,annual,annual,debit,none,12/19/2014,12.69853762,0.210671227,0.02,166,155,26,82,16,5,207,0
11430,38,West Virginia,family premium,monthly,annual,venmo,few,11/5/2013,1.568657253,0.3144374591,0.05,23,13,10,72,18,5,1,0
11431,26,California,premium,monthly,monthly,debit,few,12/14/2016,23.17758666,0.8997774217,0.04,335,227,35,103,13,7,60,0
11432,25,Washington,premium,monthly,annual,venmo,few,6/21/2013,12.74274876,0.7679156922,0.10,205,163,31,94,12,3,134,0
11433,66,Vermont,basic,annual,annual,debit,some,8/20/2018,16.16100531,2.494937447,0.32,200,173,25,35,11,3,77,0
11434,40,West Virginia,family premium,annual,annual,credit,none,10/4/2016,23.51660721,0.8353967738,0.24,448,241,45,66,20,7,2,1
11435,41,South Carolina,premium,monthly,annual,debit,some,2/19/2013,13.92322643,2.503758689,0.36,273,234,36,74,18,18,440,0
11436,65,Vermont,family premium,annual,monthly,debit,many,12/28/2013,17.72440684,0.6714518262,0.56,243,176,32,67,10,10,2,0
11437,70,Maine,family premium,annual,annual,credit,few,11/17/2019,13.28080028,1.896146589,0.90,182,96,23,51,8,3,1,0
11438,72,North Dakota,family premium,annual,annual,venmo,none,4/1/2018,6.028352652,0.9888123786,0.42,94,79,12,38,15,4,1,0
11439,67,West Virginia,family premium,annual,annual,debit,many,9/18/2017,4.274370124,1.232021388,0.97,81,66,9,42,20,20,2,0
11440,71,New York,basic,annual,annual,credit,few,2/18/2016,7.336444942,1.841491615,0.23,137,116,21,51,12,4,184,0
11441,53,Alabama,basic,annual,annual,credit,few,9/11/2020,21.35400174,2.450311141,0.48,398,363,42,59,10,3,35,1
11442,63,Alabama,basic,annual,annual,credit,few,4/11/2018,24.09830759,1.749332438,0.89,294,264,29,44,10,3,110,0
11443,36,Virginia,basic,annual,annual,debit,none,8/25/2020,14.76186732,2.065358804,0.62,178,95,19,70,10,3,61,0
11444,56,Virginia,family premium,annual,annual,credit,some,7/3/2017,18.3630225,0.5050426064,0.74,331,178,41,63,11,3,0,0
11445,66,Montana,basic,annual,annual,credit,some,11/10/2014,9.600229261,0.9544429337,0.49,154,80,23,48,9,3,108,0
11446,53,Washington,premium,annual,monthly,debit,few,5/12/2017,27.72998163,0.9068271749,0.18,533,294,63,62,15,4,61,0
11447,53,North Dakota,family premium,annual,annual,venmo,many,8/6/2014,16.0228647,1.186453201,0.01,229,142,32,72,18,5,2,0
11448,48,Virginia,family premium,annual,annual,venmo,few,9/10/2013,27.22708906,0.7465866949,0.11,502,296,53,65,11,4,2,0
11449,56,New Jersey,family premium,annual,annual,debit,few,9/21/2014,9.09451697,1.285803625,0.33,174,95,18,75,15,5,1,0
11450,36,West Virginia,family premium,annual,monthly,venmo,many,9/1/2018,4.710215781,0.3730688525,0.04,91,55,19,87,17,17,1,0
11451,27,Utah,basic,annual,annual,debit,some,7/14/2018,21.12565538,1.671210156,0.46,270,160,27,95,6,3,59,0
11452,48,Washington,basic,annual,annual,debit,some,10/23/2021,4.59362996,1.396241121,0.68,61,45,12,60,15,5,24,0
11453,30,Vermont,premium,annual,annual,credit,some,9/24/2021,13.70877038,2.322283802,0.48,175,170,24,75,9,5,42,0
11454,68,North Carolina,family premium,monthly,annual,venmo,some,11/6/2021,27.59319594,0.659437815,0.99,451,335,47,37,20,5,1,0
11455,61,Nebrasksa,family premium,annual,annual,debit,many,12/25/2017,26.25762601,2.404814969,0.06,501,472,57,55,13,7,0,0
11456,79,Nebrasksa,family premium,monthly,annual,debit,some,2/16/2013,11.69245557,1.426804969,0.30,149,134,23,51,14,14,0,0
11457,83,Georgia,family premium,annual,annual,debit,some,8/29/2019,15.58233697,2.011150117,0.80,256,170,34,36,11,4,1,0
11458,80,Nebrasksa,basic,annual,monthly,credit,few,1/13/2013,29.72627555,2.971972073,0.11,584,294,65,52,13,7,114,1
11459,82,Maine,family premium,annual,annual,credit,few,1/15/2014,24.92083352,3.109321123,0.05,398,225,45,29,8,3,2,0
11460,49,Montana,basic,monthly,annual,credit,few,2/10/2014,8.817565153,1.657073464,0.31,119,92,14,80,11,6,83,0
11461,60,Wisconsin,basic,annual,annual,debit,some,8/19/2019,5.891221692,1.368238108,0.44,92,53,15,64,13,13,145,0
11462,41,Montana,family premium,annual,annual,venmo,many,8/29/2020,18.39963856,0.6683277534,0.09,278,139,38,60,8,8,0,0
11463,72,Utah,family premium,annual,annual,venmo,few,11/4/2013,17.02974251,1.982405071,0.08,251,130,29,55,3,1,0,0
11464,73,North Dakota,premium,monthly,monthly,debit,some,11/4/2017,3.710116757,1.352089532,0.39,48,30,9,30,18,6,50,0
11465,18,Alabama,student,monthly,monthly,debit,none,2/3/2021,30.93547892,4.502097552,0.27,404,292,43,96,10,5,43,0
11466,58,Alabama,premium,monthly,annual,credit,few,1/8/2013,4.451834002,1.132694676,0.48,79,67,17,62,9,2,247,0
11467,23,Washington,family premium,annual,annual,debit,some,9/23/2018,26.55565429,1.163613765,0.06,436,289,52,82,12,4,2,0
11468,41,Florida,premium,monthly,annual,debit,none,9/27/2018,9.782034252,1.758399144,0.58,177,115,21,77,9,5,43,0
11469,85,New Jersey,basic,annual,annual,credit,few,6/30/2020,10.81431179,0.4889584767,0.98,151,92,20,18,13,3,40,1
11470,51,New Jersey,basic,annual,annual,credit,many,1/30/2020,23.91321334,0.5960892899,0.12,459,255,49,57,13,7,81,0
11471,20,Florida,student,annual,monthly,debit,some,4/28/2015,12.61235938,1.074735359,0.38,243,182,30,93,8,2,139,0
11472,22,Nebrasksa,student,monthly,monthly,debit,some,12/7/2014,19.38728289,0.4272225921,0.10,330,208,41,96,12,3,94,0
11473,38,Montana,basic,annual,annual,venmo,few,9/1/2014,18.20841031,0.1731744072,0.08,275,150,29,79,9,5,274,0
11474,65,Utah,premium,monthly,annual,credit,some,5/19/2014,20.51930204,2.567363697,0.87,309,281,36,63,5,3,113,0
11475,52,Wisconsin,premium,monthly,annual,venmo,few,4/4/2014,2.127544165,0.4737428673,0.63,26,21,13,65,11,11,117,1
